projectName,kind,testCase,filePath,CountLineCode,Cyclomatic,CyclomaticModified,CyclomaticStrict,projectName2,filePath2,testCase2,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
greenmail,Public Method,testRenameToExistedFolder,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,19,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testRenameToExistedFolder,154,46,850.62854123278,4.720424172548385
greenmail,Public Method,testSearchNotFlags,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,16,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testSearchNotFlags,114,53,652.9829318202047,4.980647852285452
greenmail,Public Method,testSearchSequenceSet,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,34,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testSearchSequenceSet,330,55,1907.8487054631378,4.5250008395431065
greenmail,Public Method,testUidSearchAll,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,19,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testUidSearchAll,122,55,705.3258850500085,5.007360763712803
greenmail,Public Method,testUidSearchSequenceSet,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,38,2,2,2,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testUidSearchSequenceSet,398,80,2516.12738176517,4.956554556816259
greenmail,Public Method,testUidSearchText,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,27,2,2,2,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testUidSearchText,224,74,1390.917553900885,5.192289527585688
greenmail,Public Method,testUidSearchTextWithCharset,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,30,2,2,2,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/ImapProtocolTest.java,testUidSearchTextWithCharset,177,72,1092.0767252552891,5.44828798087211
greenmail,Public Method,testAndSubjectOrToFrom,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testAndSubjectOrToFrom,72,39,380.5489597580819,4.6820740799910885
greenmail,Public Method,testHeader,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testHeader,65,35,333.4033961014228,4.628782077367055
greenmail,Public Method,testLargerParseCommand,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,6,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testLargerParseCommand,35,24,160.4736875252405,4.3760107890421
greenmail,Public Method,testNotKeyword,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,8,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testNotKeyword,49,27,232.98948760601,4.392785293484041
greenmail,Public Method,testSmallerAndLargerParseCommand,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,6,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testSmallerAndLargerParseCommand,45,27,213.9699375973561,4.471494274976484
greenmail,Public Method,testSmallerParseCommand,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,6,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchCommandParserTest.java,testSmallerParseCommand,35,24,160.4736875252405,4.3760107890421
greenmail,Public Method,testUidSearchTerm,greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchTermBuilderTest.java,18,4,4,4,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/imap/commands/SearchTermBuilderTest.java,testUidSearchTerm,158,50,891.7292779844064,5.010612958160365
greenmail,Public Method,authDisabled,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,9,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,authDisabled,56,29,272.04693572714405,4.253148449920866
greenmail,Public Method,authEnabled,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,9,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,authEnabled,56,29,272.04693572714405,4.253148449920866
greenmail,Public Method,authPlain,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,18,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,authPlain,109,41,583.9731685033711,4.5107376882831725
greenmail,Public Method,authPlainWithContinuation,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/POP3CommandTest.java,authPlainWithContinuation,80,35,410.3426413555973,4.397304410313563
greenmail,Public Method,testPop3Capabillities,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,testPop3Capabillities,60,31,297.25177862321254,4.4012456551478945
greenmail,Public Method,testPop3sReceive,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,15,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,testPop3sReceive,121,44,660.591225855113,4.697177382046471
greenmail,Public Method,testRetrieve,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,19,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,testRetrieve,168,55,971.2684318721429,4.8546074913266475
greenmail,Public Method,testRetrieveMultipart,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,29,2,2,2,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,testRetrieveMultipart,226,70,1385.2179618295627,5.138118332283708
greenmail,Public Method,testRetrieveWithNonDefaultPassword,greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,20,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/pop3/Pop3ServerTest.java,testRetrieveWithNonDefaultPassword,159,55,919.236194450421,4.868863706708592
greenmail,Public Method,ensureThatMailCanActuallyBeSentToTheAllocatedPort,greenmail-core/src/test/java/com/icegreen/greenmail/server/AllocateAvailablePortTest.java,7,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/AllocateAvailablePortTest.java,ensureThatMailCanActuallyBeSentToTheAllocatedPort,40,26,188.0175887256437,4.3215277841122735
greenmail,Public Method,returnTheActuallyAllocatedPort,greenmail-core/src/test/java/com/icegreen/greenmail/server/AllocateAvailablePortTest.java,4,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/AllocateAvailablePortTest.java,returnTheActuallyAllocatedPort,20,14,76.14709844115208,3.503701696057348
greenmail,Public Method,getReceivedMessagesForDomainLowerCaseRecipientAddress,greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,7,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,getReceivedMessagesForDomainLowerCaseRecipientAddress,41,27,194.95038758870223,4.500980895379945
greenmail,Public Method,getReceivedMessagesForDomainWithUpperCaseRecipientAddress,greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,7,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,getReceivedMessagesForDomainWithUpperCaseRecipientAddress,41,27,194.95038758870223,4.500980895379945
greenmail,Public Method,testIsRunning,greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,8,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,testIsRunning,47,16,188.0,3.389724895042436
greenmail,Public Method,testWaitForIncomingEmailWithTimeout,greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/server/GreenMailTest.java,testWaitForIncomingEmailWithTimeout,88,33,443.9066825035439,4.487580727802091
greenmail,Public Method,authLogin,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,22,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,authLogin,237,55,1370.1822521053443,4.521893950602632
greenmail,Public Method,authPlain,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,28,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,authPlain,202,50,1140.0589503344943,4.6568029924381085
greenmail,Public Method,mailSenderAUTHSuffix,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,11,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,mailSenderAUTHSuffix,76,38,398.8424910217125,4.627173935947091
greenmail,Public Method,mailSenderEmpty,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,11,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SMTPCommandTest.java,mailSenderEmpty,76,38,398.8424910217125,4.627173935947091
greenmail,Public Method,testSmtpsServerReceive,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpSecureServerTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpSecureServerTest.java,testSmtpsServerReceive,94,35,482.15260359282684,4.452832805551347
greenmail,Public Method,testAuth,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,23,3,3,3,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testAuth,157,55,907.6734750233716,4.842928210195566
greenmail,Public Method,testSendAndReCreateUser,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,13,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSendAndReCreateUser,118,37,614.7154971442161,4.225894489349532
greenmail,Public Method,testSendAndWaitForIncomingMailsInBcc,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,13,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSendAndWaitForIncomingMailsInBcc,99,42,533.8394248550973,4.633560410690382
greenmail,Public Method,testSendWithReusedConnection,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,27,3,3,3,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSendWithReusedConnection,198,66,1196.7900356329737,4.794593440139097
greenmail,Public Method,testSmtpServerBasic,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,8,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerBasic,62,31,307.1601712439863,4.424766508158211
greenmail,Public Method,testSmtpServerLeadingPeriods,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,9,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerLeadingPeriods,67,33,337.9744059970164,4.521616507319997
greenmail,Public Method,testSmtpServerReceiveInThread,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,17,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerReceiveInThread,92,43,499.216357432593,4.74080903792283
greenmail,Public Method,testSmtpServerReceiveMultipart,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,27,2,2,2,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerReceiveMultipart,228,67,1383.068335424372,5.0175823170218585
greenmail,Public Method,testSmtpServerReceiveWithAUTHSuffix,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,19,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerReceiveWithAUTHSuffix,143,56,830.4517538542375,4.872065912032602
greenmail,Public Method,testSmtpServerReceiveWithSetup,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerReceiveWithSetup,94,35,482.15260359282684,4.452832805551347
greenmail,Public Method,testSmtpServerTimeout,greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,9,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/smtp/SmtpServerTest.java,testSmtpServerTimeout,62,27,294.8030251341351,4.21163018107546
greenmail,Public Method,testDatesCorrect,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/DateTest.java,12,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/DateTest.java,testDatesCorrect,99,46,546.8326336496443,4.838749350260906
greenmail,Public Method,testAttachmentWithLongEncodedUTF8Name,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,37,3,3,3,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,testAttachmentWithLongEncodedUTF8Name,232,81,1470.845200669233,5.286783334672714
greenmail,Public Method,testTextPlainWithUTF8,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,63,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,testTextPlainWithUTF8,480,116,3291.8308776612344,5.352461203830372
greenmail,Public Method,testTextPlainWithUTF8AndGreenMailApi,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,13,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,testTextPlainWithUTF8AndGreenMailApi,72,34,366.2973245700245,4.497071224027387
greenmail,Public Method,testTextPlainWithUTF8SenderAndReceiverAndGreenMailApi,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,48,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EncodingTest.java,testTextPlainWithUTF8SenderAndReceiverAndGreenMailApi,333,88,2150.99072900622,5.242160045878974
greenmail,Public Method,testEscapeMessageID,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EscapingTest.java,17,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EscapingTest.java,testEscapeMessageID,107,44,584.1591831941909,4.698782867329069
greenmail,Public Method,testEscapeSubject,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EscapingTest.java,11,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/EscapingTest.java,testEscapeSubject,75,33,378.329558951884,4.475485945344316
greenmail,Public Method,testLargeMessageBody,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/LargeMessageTest.java,9,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/LargeMessageTest.java,testLargeMessageBody,56,31,277.43499338166504,4.408449628706939
greenmail,Public Method,testLargeMessageTextAndAttachment,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/LargeMessageTest.java,10,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/LargeMessageTest.java,testLargeMessageTextAndAttachment,60,34,305.2477704750204,4.520671207545616
greenmail,Public Method,testReplyToFromAddress,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/ReplyToTest.java,24,4,4,4,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/ReplyToTest.java,testReplyToFromAddress,147,45,807.3024051604622,4.68184191899828
greenmail,Public Method,testReplyToSpecificAddress,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/ReplyToTest.java,25,4,4,4,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/ReplyToTest.java,testReplyToSpecificAddress,153,47,849.8520943066785,4.697624394646657
greenmail,Public Method,testForwardWithRfc822,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/Rfc822MessageTest.java,40,1,1,1,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/Rfc822MessageTest.java,testForwardWithRfc822,341,85,2185.6023092229566,5.020495745614427
greenmail,Public Method,testSendAndReceiveWithQuotedAddress,greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/SenderRecipientTest.java,34,2,2,3,greenmail,/greenmail-core/src/test/java/com/icegreen/greenmail/specificmessages/SenderRecipientTest.java,testSendAndReceiveWithQuotedAddress,242,76,1511.9984582533477,5.147995931785875
